pair_id,orig_tokens,pol_tokens,delta_tokens,ai_win_fraction,n_models
22807104,991,414,-577,0.7142857142857143,7
22848179,606,605,-1,0.8571428571428571,7
22852364,789,704,-85,0.7142857142857143,7
22855060,766,418,-348,0.7142857142857143,7
22861181,597,522,-75,0.8571428571428571,7
22884757,312,307,-5,0.7142857142857143,7
22890839,795,500,-295,0.42857142857142855,7
22894544,717,504,-213,0.8571428571428571,7
22925443,637,410,-227,0.7142857142857143,7
22946204,725,603,-122,0.8571428571428571,7
22965804,101,212,111,0.8571428571428571,7
22968380,816,508,-308,0.7142857142857143,7
22983516,974,470,-504,0.5714285714285714,7
22990761,798,507,-291,0.8571428571428571,7
23004695,641,450,-191,1.0,7
23009962,663,582,-81,0.8571428571428571,7
23011221,941,471,-470,0.5714285714285714,7
23015611,811,603,-208,0.8571428571428571,7
23032182,1186,467,-719,0.7142857142857143,7
23032276,1578,867,-711,0.8571428571428571,7
23048999,612,541,-71,0.8571428571428571,7
23063986,886,600,-286,0.7142857142857143,7
23085604,3220,860,-2360,0.7142857142857143,7
23110214,1075,588,-487,0.5714285714285714,7
23138078,633,530,-103,0.5714285714285714,7
23139437,276,312,36,0.5714285714285714,7
23139819,842,544,-298,1.0,7
23143731,715,636,-79,0.8571428571428571,7
23155093,726,599,-127,0.5714285714285714,7
23185829,726,449,-277,0.42857142857142855,7
23190306,630,540,-90,0.8571428571428571,7
23234047,699,519,-180,0.8571428571428571,7
23246831,683,515,-168,0.8571428571428571,7
23296286,361,350,-11,0.5714285714285714,7
23302948,1047,720,-327,0.7142857142857143,7
23323001,847,603,-244,0.7142857142857143,7
23354541,256,355,99,1.0,7
23387174,763,603,-160,0.7142857142857143,7
23396633,890,645,-245,0.8571428571428571,7
23398733,187,252,65,0.7142857142857143,7
23398843,640,476,-164,1.0,7
23408537,635,408,-227,0.8571428571428571,7
23416654,697,639,-58,0.8571428571428571,7
23427369,635,552,-83,0.8571428571428571,7
23438112,610,555,-55,1.0,7
23438227,764,646,-118,0.42857142857142855,7
23464505,425,466,41,0.8571428571428571,7
23477199,874,476,-398,0.8571428571428571,7
23497307,867,459,-408,0.8571428571428571,7
23510685,798,666,-132,0.8571428571428571,7
23513618,731,583,-148,0.7142857142857143,7
23522150,635,521,-114,0.8571428571428571,7
23527321,760,708,-52,1.0,7
23568641,340,387,47,0.7142857142857143,7
23568731,1153,498,-655,0.42857142857142855,7
23573064,730,557,-173,0.8571428571428571,7
23577836,1074,457,-617,0.5714285714285714,7
23591247,278,263,-15,0.7142857142857143,7
23602130,346,373,27,0.7142857142857143,7
23617240,1347,755,-592,1.0,7
23628651,690,544,-146,1.0,7
23631188,1123,527,-596,0.7142857142857143,7
23631724,715,682,-33,0.7142857142857143,7
23636277,807,604,-203,0.7142857142857143,7
23666211,732,674,-58,0.7142857142857143,7
23673025,1022,516,-506,0.7142857142857143,7
23719943,729,737,8,0.7142857142857143,7
23734441,809,539,-270,1.0,7
23752500,989,553,-436,0.7142857142857143,7
23760084,749,454,-295,0.8571428571428571,7
23761385,968,487,-481,0.5714285714285714,7
23771896,715,583,-132,1.0,7
23782450,696,345,-351,0.8571428571428571,7
23804341,571,492,-79,0.8571428571428571,7
23807940,983,805,-178,0.8571428571428571,7
23810469,834,648,-186,0.7142857142857143,7
23814777,631,526,-105,0.8571428571428571,7
23818675,1029,640,-389,0.7142857142857143,7
23841877,671,559,-112,0.2857142857142857,7
23864648,749,776,27,0.8571428571428571,7
23864858,680,612,-68,0.7142857142857143,7
23914451,623,593,-30,0.7142857142857143,7
23917826,1030,592,-438,0.7142857142857143,7
23918545,714,555,-159,0.8571428571428571,7
23929500,641,500,-141,0.7142857142857143,7
23933031,1031,567,-464,0.8571428571428571,7
23939133,809,521,-288,0.42857142857142855,7
23944036,720,620,-100,0.5714285714285714,7
23951429,275,319,44,0.8571428571428571,7
23955183,724,590,-134,1.0,7
23985183,741,620,-121,0.5714285714285714,7
24001783,603,498,-105,1.0,7
24020470,1096,655,-441,0.8571428571428571,7
24025053,642,464,-178,0.7142857142857143,7
24038620,901,467,-434,0.8571428571428571,7
24061629,971,456,-515,0.5714285714285714,7
24068423,731,714,-17,0.7142857142857143,7
24083609,234,251,17,0.7142857142857143,7
24103168,650,630,-20,1.0,7
24124250,686,560,-126,0.7142857142857143,7
24154692,702,600,-102,0.7142857142857143,7
24184357,1089,424,-665,0.7142857142857143,7
24219583,670,606,-64,0.8571428571428571,7
24221960,483,434,-49,0.8571428571428571,7
24230851,631,443,-188,0.7142857142857143,7
24240349,680,515,-165,0.5714285714285714,7
24251588,730,525,-205,0.7142857142857143,7
24285142,830,524,-306,1.0,7
24294778,1191,561,-630,0.5714285714285714,7
24322804,748,443,-305,1.0,7
24349611,1292,712,-580,1.0,7
24361598,930,441,-489,0.8571428571428571,7
24397882,815,551,-264,0.7142857142857143,7
24402267,766,507,-259,1.0,7
24410405,682,520,-162,1.0,7
24411323,386,338,-48,0.7142857142857143,7
24412546,1125,561,-564,0.8571428571428571,7
24416961,863,830,-33,0.8571428571428571,7
24444525,629,579,-50,0.5714285714285714,7
24455357,546,542,-4,0.8571428571428571,7
24491862,647,502,-145,0.5714285714285714,7
24508725,2251,531,-1720,0.2857142857142857,7
24516163,655,618,-37,1.0,7
24530382,907,791,-116,1.0,7
24533931,234,238,4,0.7142857142857143,7
24544244,791,508,-283,0.42857142857142855,7
24548333,617,565,-52,0.8571428571428571,7
24550866,654,429,-225,0.8571428571428571,7
24553863,814,629,-185,0.5714285714285714,7
24559558,717,693,-24,0.5714285714285714,7
24574164,1452,667,-785,0.8571428571428571,7
24580361,234,381,147,1.0,7
24583187,638,498,-140,0.7142857142857143,7
24588864,1689,591,-1098,0.8571428571428571,7
24589765,859,605,-254,0.8571428571428571,7
24590489,1029,664,-365,0.8571428571428571,7
24592627,622,541,-81,1.0,7
24610685,789,675,-114,0.8571428571428571,7
24611721,617,508,-109,1.0,7
24643412,1007,656,-351,0.7142857142857143,7
24647386,955,627,-328,1.0,7
24647794,646,576,-70,0.8571428571428571,7
24655918,454,473,19,0.5714285714285714,7
24658786,967,710,-257,0.5714285714285714,7
24668861,1479,830,-649,0.7142857142857143,7
24670867,1187,708,-479,0.8571428571428571,7
24673903,229,289,60,0.7142857142857143,7
24677466,750,695,-55,0.8571428571428571,7
24679149,687,599,-88,0.8571428571428571,7
24695561,981,580,-401,0.42857142857142855,7
24703009,792,593,-199,0.8571428571428571,7
24703983,274,327,53,1.0,7
24708621,483,415,-68,1.0,7
24709432,613,468,-145,0.42857142857142855,7
24710433,1300,507,-793,0.7142857142857143,7
24727739,905,530,-375,0.8571428571428571,7
24740005,952,556,-396,0.8571428571428571,7
24754689,824,555,-269,0.2857142857142857,7
24763208,1372,685,-687,1.0,7
24767027,790,647,-143,0.5714285714285714,7
24770846,476,482,6,0.8571428571428571,7
24773845,1137,712,-425,0.42857142857142855,7
24791126,723,516,-207,0.7142857142857143,7
24799301,129,255,126,0.8571428571428571,7
24817041,237,346,109,0.8571428571428571,7
24828381,826,675,-151,1.0,7
24833063,1405,648,-757,0.8571428571428571,7
24854026,415,476,61,0.8571428571428571,7
24889109,583,593,10,1.0,7
24905947,632,556,-76,1.0,7
24913648,884,590,-294,1.0,7
24946537,1510,569,-941,0.7142857142857143,7
24953126,1007,604,-403,0.42857142857142855,7
24953921,818,571,-247,0.42857142857142855,7
24964303,677,728,51,1.0,7
24967652,1185,609,-576,1.0,7
24977396,868,577,-291,0.8571428571428571,7
24983760,635,655,20,0.5714285714285714,7
24989856,620,498,-122,0.8571428571428571,7
24994145,463,496,33,0.8571428571428571,7
25001005,699,665,-34,0.7142857142857143,7
25023614,700,496,-204,0.8571428571428571,7
25038571,702,492,-210,1.0,7
25047127,429,365,-64,0.8571428571428571,7
25061645,342,347,5,0.8571428571428571,7
25067742,328,354,26,1.0,7
25070914,999,578,-421,0.5714285714285714,7
25080805,1042,591,-451,0.8571428571428571,7
25098739,210,248,38,0.8571428571428571,7
25101183,916,491,-425,0.7142857142857143,7
25127518,425,446,21,0.7142857142857143,7
25128608,663,567,-96,0.7142857142857143,7
25142074,390,432,42,0.7142857142857143,7
25150191,666,474,-192,0.8571428571428571,7
25157655,234,284,50,1.0,7
25162378,690,538,-152,0.7142857142857143,7
25187733,1525,541,-984,0.8571428571428571,7
25200253,972,692,-280,0.5714285714285714,7
25207620,822,512,-310,0.7142857142857143,7
25213006,653,509,-144,0.7142857142857143,7
25224998,623,602,-21,0.7142857142857143,7
25258040,806,676,-130,0.8571428571428571,7
25315791,449,397,-52,0.8571428571428571,7
25328428,733,547,-186,0.8571428571428571,7
25330083,684,496,-188,0.7142857142857143,7
25370801,202,250,48,0.8571428571428571,7
25397102,429,457,28,0.8571428571428571,7
25413261,1492,566,-926,0.7142857142857143,7
25422388,752,523,-229,0.8571428571428571,7
25425322,947,742,-205,0.8571428571428571,7
25451319,841,500,-341,0.7142857142857143,7
25452321,1092,567,-525,0.42857142857142855,7
25462793,437,357,-80,0.7142857142857143,7
25482567,383,423,40,0.8571428571428571,7
25497147,614,576,-38,0.7142857142857143,7
25507648,1004,618,-386,0.7142857142857143,7
25525152,308,327,19,1.0,7
25543217,735,665,-70,0.8571428571428571,7
25547145,904,488,-416,0.8571428571428571,7
25561640,670,454,-216,0.8571428571428571,7
25588694,388,378,-10,0.42857142857142855,7
25608963,816,640,-176,0.8571428571428571,7
25624652,661,688,27,0.8571428571428571,7
25625173,1775,694,-1081,0.7142857142857143,7
25656981,660,554,-106,0.8571428571428571,7
25676643,1488,597,-891,0.42857142857142855,7
25678238,867,584,-283,1.0,7
25694422,646,629,-17,0.8571428571428571,7
25706337,316,328,12,0.7142857142857143,7
25718772,639,527,-112,0.8571428571428571,7
25719936,880,701,-179,0.7142857142857143,7
25723793,655,577,-78,0.8571428571428571,7
25724495,884,561,-323,0.5714285714285714,7
25729119,584,467,-117,0.5714285714285714,7
25749150,778,657,-121,0.7142857142857143,7
25780596,936,519,-417,0.8571428571428571,7
25797445,583,446,-137,0.7142857142857143,7
25810233,674,410,-264,0.8571428571428571,7
25813953,462,500,38,1.0,7
25824789,631,559,-72,1.0,7
25834360,664,662,-2,0.8571428571428571,7
25838512,338,335,-3,0.7142857142857143,7
25839123,238,263,25,0.5714285714285714,7
25846894,749,502,-247,1.0,7
25857360,813,425,-388,0.5714285714285714,7
25862026,742,558,-184,0.8571428571428571,7
25867805,606,588,-18,0.7142857142857143,7
25873425,930,466,-464,0.2857142857142857,7
25905275,932,428,-504,0.7142857142857143,7
25919149,606,535,-71,0.8571428571428571,7
25923361,937,537,-400,1.0,7
25924968,784,669,-115,0.5714285714285714,7
25926667,769,592,-177,0.7142857142857143,7
25930778,256,253,-3,0.7142857142857143,7
25935030,747,512,-235,0.7142857142857143,7
25949631,829,652,-177,1.0,7
25953797,158,265,107,0.8571428571428571,7
25959103,677,579,-98,0.8571428571428571,7
25974844,641,524,-117,1.0,7
25990239,652,467,-185,1.0,7
26013403,727,724,-3,0.8571428571428571,7
26046064,235,285,50,0.7142857142857143,7
26046878,643,489,-154,0.7142857142857143,7
26048718,1609,721,-888,0.7142857142857143,7
26065877,634,477,-157,0.7142857142857143,7
26069113,674,628,-46,0.7142857142857143,7
26070334,1414,624,-790,0.7142857142857143,7
26071861,784,514,-270,0.14285714285714285,7
26079779,626,569,-57,0.7142857142857143,7
26091595,710,544,-166,1.0,7
26098594,696,588,-108,0.7142857142857143,7
26125407,1116,603,-513,0.5714285714285714,7
26127853,1133,521,-612,1.0,7
26130673,457,394,-63,0.7142857142857143,7
26160200,811,625,-186,0.8571428571428571,7
26167298,1891,797,-1094,0.5714285714285714,7
26173524,640,476,-164,0.7142857142857143,7
26189601,701,561,-140,1.0,7
26202430,1084,629,-455,0.7142857142857143,7
26231609,697,651,-46,1.0,7
26234972,913,533,-380,0.8571428571428571,7
26278597,1158,735,-423,0.7142857142857143,7
26279402,553,431,-122,0.8571428571428571,7
26289308,664,536,-128,0.7142857142857143,7
26291616,743,469,-274,0.8571428571428571,7
26330995,844,619,-225,0.5714285714285714,7
26341645,956,754,-202,1.0,7
26341987,2016,670,-1346,0.7142857142857143,7
26410763,370,387,17,0.8571428571428571,7
26425074,730,561,-169,0.8571428571428571,7
26456474,681,475,-206,0.8571428571428571,7
26456899,615,610,-5,1.0,7
26459032,672,610,-62,1.0,7
26480367,636,595,-41,0.7142857142857143,7
26496059,1324,494,-830,0.42857142857142855,7
26503829,822,630,-192,0.8571428571428571,7
26509539,750,502,-248,0.7142857142857143,7
26530575,1219,599,-620,0.8571428571428571,7
26530696,657,431,-226,0.8571428571428571,7
26579709,701,586,-115,0.8571428571428571,7
26581830,614,536,-78,0.8571428571428571,7
26585242,620,616,-4,0.8571428571428571,7
26586477,648,733,85,0.7142857142857143,7
26622051,516,511,-5,0.7142857142857143,7
26671167,651,544,-107,0.5714285714285714,7
26673507,619,647,28,0.2857142857142857,7
26676567,1594,784,-810,1.0,7
26691587,717,521,-196,0.2857142857142857,7
26695839,736,517,-219,0.7142857142857143,7
26718039,184,259,75,1.0,7
26746496,1227,575,-652,0.7142857142857143,7
26750846,659,532,-127,0.5714285714285714,7
26767199,727,700,-27,0.8571428571428571,7
26768723,665,555,-110,0.8571428571428571,7
26780935,569,618,49,0.42857142857142855,7
26790545,745,456,-289,1.0,7
26801767,1220,716,-504,0.8571428571428571,7
26819872,1232,665,-567,0.5714285714285714,7
26829350,1032,666,-366,0.5714285714285714,7
26829561,398,447,49,0.7142857142857143,7
26834746,963,592,-371,0.7142857142857143,7
26835781,994,644,-350,0.7142857142857143,7
26888302,968,720,-248,0.7142857142857143,7
26896699,619,556,-63,0.8571428571428571,7
26908066,605,549,-56,1.0,7
26919036,689,511,-178,0.7142857142857143,7
26921245,632,605,-27,0.7142857142857143,7
26924514,1141,531,-610,0.7142857142857143,7
26932091,1090,521,-569,0.8571428571428571,7
26942552,667,444,-223,0.42857142857142855,7
26958533,656,480,-176,1.0,7
26961846,983,490,-493,0.8571428571428571,7
26975573,1051,494,-557,0.5714285714285714,7
26987539,914,835,-79,0.8571428571428571,7
26994282,658,570,-88,1.0,7
27000192,1038,620,-418,0.5714285714285714,7
27004930,658,576,-82,0.5714285714285714,7
27018361,778,493,-285,0.8571428571428571,7
27018550,362,339,-23,0.5714285714285714,7
27024099,625,531,-94,1.0,7
27030979,713,634,-79,0.7142857142857143,7
27040860,420,389,-31,0.8571428571428571,7
27058381,1556,491,-1065,0.8571428571428571,7
27066370,449,404,-45,0.8571428571428571,7
27080812,807,748,-59,0.2857142857142857,7
27084878,781,629,-152,0.7142857142857143,7
27090089,808,506,-302,0.7142857142857143,7
27091280,1192,474,-718,1.0,7
27096471,703,609,-94,0.7142857142857143,7
27096796,190,174,-16,0.8571428571428571,7
27099856,937,898,-39,0.7142857142857143,7
27120528,758,712,-46,0.8571428571428571,7
27126818,1763,565,-1198,0.5714285714285714,7
27139412,363,365,2,0.8571428571428571,7
27152464,756,786,30,0.7142857142857143,7
27164756,1297,682,-615,0.2857142857142857,7
27165830,948,671,-277,0.7142857142857143,7
27176039,722,589,-133,1.0,7
27182111,973,556,-417,0.2857142857142857,7
27187994,160,332,172,1.0,7
27213082,778,586,-192,0.8571428571428571,7
27219200,628,494,-134,0.7142857142857143,7
27233183,384,416,32,1.0,7
27243670,1262,549,-713,1.0,7
27246366,713,406,-307,0.7142857142857143,7
27257013,1231,644,-587,0.5714285714285714,7
27295996,887,709,-178,0.5714285714285714,7
27298953,840,577,-263,0.7142857142857143,7
27330027,612,551,-61,0.8571428571428571,7
27372171,1555,767,-788,0.2857142857142857,7
27375577,832,641,-191,1.0,7
27397245,700,432,-268,0.7142857142857143,7
27409087,1270,601,-669,0.5714285714285714,7
27419236,1239,541,-698,0.7142857142857143,7
27485716,728,496,-232,0.8571428571428571,7
27490876,714,581,-133,0.7142857142857143,7
27496514,617,523,-94,0.8571428571428571,7
27497542,368,454,86,0.8571428571428571,7
27502951,582,598,16,0.7142857142857143,7
27512470,717,492,-225,0.8571428571428571,7
27523575,638,539,-99,0.7142857142857143,7
27524018,1200,472,-728,0.8571428571428571,7
27529455,1003,528,-475,0.7142857142857143,7
27531694,1095,532,-563,0.7142857142857143,7
27536013,759,572,-187,0.42857142857142855,7
27549075,608,541,-67,0.7142857142857143,7
27558837,698,576,-122,0.7142857142857143,7
27573855,879,742,-137,0.8571428571428571,7
27606527,1382,707,-675,0.7142857142857143,7
27607632,454,385,-69,0.7142857142857143,7
27624540,1041,659,-382,0.7142857142857143,7
27637576,1148,511,-637,1.0,7
27662298,779,493,-286,0.8571428571428571,7
27689009,672,666,-6,0.8571428571428571,7
27694040,250,353,103,1.0,7
27710853,2238,780,-1458,0.5714285714285714,7
27715131,762,532,-230,0.8571428571428571,7
27726066,1141,506,-635,0.7142857142857143,7
27756469,721,668,-53,1.0,7
27770859,732,672,-60,0.8571428571428571,7
27788376,304,344,40,1.0,7
27789372,238,357,119,0.8571428571428571,7
27796199,463,495,32,0.8571428571428571,7
27798860,1392,712,-680,0.42857142857142855,7
27820360,874,580,-294,1.0,7
27831220,641,567,-74,0.8571428571428571,7
27835351,793,527,-266,1.0,7
27847081,745,487,-258,0.8571428571428571,7
27850777,890,572,-318,0.8571428571428571,7
27884470,881,736,-145,0.8571428571428571,7
27888251,630,586,-44,1.0,7
27902692,481,364,-117,0.7142857142857143,7
27903191,676,557,-119,0.7142857142857143,7
27909372,652,493,-159,0.7142857142857143,7
27914096,743,637,-106,0.8571428571428571,7
27917969,1341,452,-889,0.42857142857142855,7
27921561,984,716,-268,0.8571428571428571,7
27936502,971,568,-403,0.8571428571428571,7
27937592,633,574,-59,1.0,7
27974588,565,554,-11,0.7142857142857143,7
27980446,698,518,-180,0.7142857142857143,7
27981289,517,471,-46,0.8571428571428571,7
28005884,589,539,-50,0.5714285714285714,7
28013287,789,369,-420,0.42857142857142855,7
28020046,860,591,-269,0.7142857142857143,7
28035460,764,484,-280,0.7142857142857143,7
28051330,615,410,-205,1.0,7
28063132,338,343,5,0.5714285714285714,7
28078163,841,598,-243,1.0,7
28086303,551,535,-16,1.0,7
28092317,279,339,60,0.8571428571428571,7
28109594,843,671,-172,0.8571428571428571,7
28111403,1087,623,-464,0.8571428571428571,7
28126340,1227,586,-641,0.8571428571428571,7
28139742,996,553,-443,0.8571428571428571,7
28165687,803,628,-175,0.5714285714285714,7
28172023,298,401,103,0.8571428571428571,7
28175164,875,664,-211,0.7142857142857143,7
28176889,392,371,-21,0.8571428571428571,7
28186635,612,510,-102,0.8571428571428571,7
28198029,194,276,82,0.8571428571428571,7
28206098,678,500,-178,0.7142857142857143,7
28230807,898,604,-294,0.8571428571428571,7
28243590,297,399,102,1.0,7
28247753,1027,738,-289,1.0,7
28290448,1115,578,-537,1.0,7
28298773,629,614,-15,0.7142857142857143,7
28320387,622,565,-57,0.8571428571428571,7
28321954,726,538,-188,0.8571428571428571,7
28325193,677,659,-18,0.7142857142857143,7
28326441,808,660,-148,0.7142857142857143,7
28337049,833,613,-220,0.7142857142857143,7
28359817,822,574,-248,0.5714285714285714,7
28377361,734,542,-192,0.7142857142857143,7
28383893,1670,898,-772,0.7142857142857143,7
28396458,1098,689,-409,0.8571428571428571,7
28396528,1159,461,-698,0.5714285714285714,7
28398216,613,536,-77,1.0,7
28419173,812,657,-155,0.7142857142857143,7
28419927,668,618,-50,0.8571428571428571,7
28423028,980,575,-405,0.7142857142857143,7
28424982,675,567,-108,0.8571428571428571,7
28471099,1065,559,-506,0.5714285714285714,7
28505854,1142,545,-597,0.5714285714285714,7
28522529,749,644,-105,0.8571428571428571,7
28531493,1036,623,-413,0.7142857142857143,7
28609364,662,578,-84,1.0,7
28614791,829,449,-380,0.8571428571428571,7
28623782,994,970,-24,0.8571428571428571,7
28628090,1520,592,-928,0.7142857142857143,7
28629430,1056,660,-396,0.8571428571428571,7
28630325,357,375,18,0.7142857142857143,7
28631840,642,640,-2,1.0,7
28635795,749,547,-202,0.8571428571428571,7
28640735,1048,693,-355,1.0,7
28642819,742,521,-221,0.5714285714285714,7
28663949,264,304,40,1.0,7
28669770,775,614,-161,0.8571428571428571,7
28670024,2699,556,-2143,0.7142857142857143,7
28672970,810,642,-168,1.0,7
28679359,1130,629,-501,0.8571428571428571,7
28697203,679,549,-130,0.7142857142857143,7
28711616,611,590,-21,0.8571428571428571,7
28724469,891,595,-296,0.8571428571428571,7
28733974,820,623,-197,0.7142857142857143,7
28745844,646,370,-276,0.14285714285714285,7
28756444,1025,521,-504,0.5714285714285714,7
28758002,699,514,-185,1.0,7
28762662,931,699,-232,0.7142857142857143,7
28772892,886,698,-188,0.42857142857142855,7
28790806,894,753,-141,0.8571428571428571,7
28803888,794,520,-274,1.0,7
28808263,705,575,-130,0.7142857142857143,7
28815362,895,539,-356,0.7142857142857143,7
28828844,808,558,-250,1.0,7
28831378,698,555,-143,0.5714285714285714,7
28831442,1177,475,-702,1.0,7
28862054,1117,618,-499,0.8571428571428571,7
28867567,724,657,-67,0.8571428571428571,7
28871170,715,690,-25,0.8571428571428571,7
28895997,256,310,54,0.8571428571428571,7
28897981,865,660,-205,1.0,7
28916894,889,610,-279,1.0,7
28923650,745,613,-132,0.8571428571428571,7
28933005,1057,537,-520,0.5714285714285714,7
28939941,855,559,-296,0.42857142857142855,7
28942221,644,511,-133,0.8571428571428571,7
28949406,821,572,-249,1.0,7
28951817,752,493,-259,0.7142857142857143,7
28969385,714,533,-181,0.42857142857142855,7
28973180,1230,514,-716,0.5714285714285714,7
28974459,682,471,-211,0.5714285714285714,7
28975482,713,562,-151,0.8571428571428571,7
28989677,733,533,-200,0.5714285714285714,7
28998957,831,684,-147,1.0,7
29002596,1023,740,-283,0.7142857142857143,7
29014805,1110,689,-421,0.8571428571428571,7
29028935,857,560,-297,1.0,7
29050809,1157,586,-571,0.8571428571428571,7
29051656,908,717,-191,1.0,7
29061628,318,432,114,0.7142857142857143,7
29072179,838,589,-249,0.8571428571428571,7
29075857,1218,780,-438,0.7142857142857143,7
29076405,921,489,-432,0.8571428571428571,7
29087505,788,447,-341,1.0,7
29091445,650,562,-88,0.7142857142857143,7
29093426,1091,553,-538,0.8571428571428571,7
29134372,757,607,-150,0.42857142857142855,7
29134721,1624,570,-1054,0.7142857142857143,7
29142288,1434,598,-836,0.7142857142857143,7
29147100,228,273,45,0.7142857142857143,7
29148871,1285,1137,-148,0.7142857142857143,7
29149998,668,541,-127,0.5714285714285714,7
29161565,406,382,-24,0.8571428571428571,7
29165698,341,338,-3,1.0,7
29167286,772,394,-378,0.5714285714285714,7
29173771,697,640,-57,0.7142857142857143,7
29177904,677,531,-146,0.7142857142857143,7
29184740,429,441,12,0.8571428571428571,7
29193505,800,619,-181,1.0,7
29196643,992,462,-530,0.7142857142857143,7
29208172,910,643,-267,0.7142857142857143,7
29211359,765,629,-136,0.8571428571428571,7
29211919,447,379,-68,0.8571428571428571,7
29221006,1749,489,-1260,0.7142857142857143,7
29267293,375,319,-56,0.8571428571428571,7
29297393,1707,632,-1075,0.7142857142857143,7
29297973,661,610,-51,0.5714285714285714,7
29306433,611,493,-118,1.0,7
29319314,615,625,10,0.8571428571428571,7
29329075,708,540,-168,0.7142857142857143,7
29332616,707,413,-294,0.8571428571428571,7
29399491,611,571,-40,0.7142857142857143,7
29406313,1048,752,-296,0.7142857142857143,7
29415426,317,354,37,0.42857142857142855,7
29425788,898,578,-320,0.8571428571428571,7
29449419,660,602,-58,0.5714285714285714,7
29456173,663,571,-92,0.7142857142857143,7
29483501,744,662,-82,0.8571428571428571,7
29486525,659,572,-87,0.8571428571428571,7
29494962,666,617,-49,0.8571428571428571,7
29510501,617,468,-149,1.0,7
29521434,271,316,45,1.0,7
29524570,666,458,-208,0.8571428571428571,7
29525715,1066,824,-242,0.8571428571428571,7
29534737,688,533,-155,0.8571428571428571,7
29552167,609,484,-125,0.8571428571428571,7
29564653,661,553,-108,0.8571428571428571,7
29573698,326,313,-13,0.7142857142857143,7
29574501,543,513,-30,0.7142857142857143,7
29595906,172,220,48,0.8571428571428571,7
29612672,799,602,-197,0.8571428571428571,7
29639533,769,678,-91,0.5714285714285714,7
29640922,972,514,-458,0.7142857142857143,7
29647215,1060,533,-527,0.8571428571428571,7
29648950,733,568,-165,1.0,7
29723311,1335,453,-882,0.8571428571428571,7
29746235,636,617,-19,0.8571428571428571,7
29764492,1405,701,-704,1.0,7
29770086,883,658,-225,0.8571428571428571,7
29772450,469,522,53,0.8571428571428571,7
29775391,1190,456,-734,0.5714285714285714,7
29784524,718,435,-283,0.42857142857142855,7
29792535,667,474,-193,1.0,7
29797594,805,489,-316,0.5714285714285714,7
29805310,701,636,-65,0.7142857142857143,7
29815762,922,534,-388,1.0,7
29821051,1019,477,-542,0.8571428571428571,7
29825044,662,384,-278,0.7142857142857143,7
29839396,671,470,-201,1.0,7
29865476,812,556,-256,0.42857142857142855,7
29878348,249,364,115,1.0,7
29894080,1140,501,-639,1.0,7
29897742,644,464,-180,0.8571428571428571,7
29908929,707,614,-93,0.8571428571428571,7
29915354,624,576,-48,0.7142857142857143,7
29926588,643,460,-183,0.7142857142857143,7
29928796,456,369,-87,1.0,7
29930479,293,396,103,0.8571428571428571,7
29968330,795,445,-350,0.8571428571428571,7
29975124,778,667,-111,0.8571428571428571,7
29990140,824,525,-299,0.8571428571428571,7
29992154,967,452,-515,0.8571428571428571,7
29998869,919,706,-213,0.7142857142857143,7
29999135,1382,428,-954,0.8571428571428571,7
30083884,552,467,-85,0.7142857142857143,7
30083943,705,442,-263,1.0,7
30097175,605,581,-24,1.0,7
30127072,617,481,-136,0.7142857142857143,7
30128072,249,295,46,0.8571428571428571,7
30148777,703,455,-248,0.8571428571428571,7
30163002,612,414,-198,1.0,7
30223363,1412,533,-879,0.8571428571428571,7
30288581,447,427,-20,0.8571428571428571,7
30304575,1007,591,-416,0.7142857142857143,7
30311202,816,569,-247,0.7142857142857143,7
30311725,693,617,-76,1.0,7
30337969,709,614,-95,0.8571428571428571,7
30344127,907,563,-344,0.8571428571428571,7
30361788,281,355,74,0.8571428571428571,7
30397268,1369,521,-848,0.2857142857142857,7
30430249,811,503,-308,0.7142857142857143,7
30437583,691,548,-143,0.8571428571428571,7
30504149,545,548,3,0.7142857142857143,7
30529547,339,364,25,0.8571428571428571,7
30542184,1089,490,-599,0.7142857142857143,7
30563572,652,516,-136,1.0,7
30594821,156,233,77,0.8571428571428571,7
30608780,943,542,-401,0.7142857142857143,7
30642458,759,631,-128,0.8571428571428571,7
30646367,861,495,-366,1.0,7
30709029,658,622,-36,0.7142857142857143,7
30713796,703,580,-123,1.0,7
30741799,696,636,-60,1.0,7
30757456,1691,712,-979,0.8571428571428571,7
30813919,780,553,-227,0.8571428571428571,7
30826569,703,697,-6,0.8571428571428571,7
30862904,798,653,-145,0.5714285714285714,7
30863060,1090,534,-556,0.8571428571428571,7
30864828,615,516,-99,0.5714285714285714,7
30938994,775,611,-164,0.8571428571428571,7
30965258,704,607,-97,0.7142857142857143,7
30968749,806,481,-325,0.8571428571428571,7
30990885,465,398,-67,0.5714285714285714,7
30999638,531,426,-105,0.8571428571428571,7
31016926,1124,710,-414,0.8571428571428571,7
31025785,655,596,-59,1.0,7
31040875,397,409,12,0.7142857142857143,7
31042953,676,573,-103,0.42857142857142855,7
31064969,698,635,-63,0.8571428571428571,7
31111279,1111,631,-480,1.0,7
31114531,1046,479,-567,0.7142857142857143,7
31162167,691,534,-157,0.7142857142857143,7
31169070,1075,738,-337,1.0,7
31199035,753,283,-470,0.5714285714285714,7
31201660,636,598,-38,1.0,7
31211074,635,519,-116,0.5714285714285714,7
31217840,1400,730,-670,0.42857142857142855,7
31220062,1321,591,-730,0.8571428571428571,7
