pair_id,category,orig_term_count,pol_term_count,retained_count,dropped_count,added_count,dropped_terms,added_terms,retention_rate,undefined_retention,numbers_added,numbers_removed,numbers_changed,placeholder_damaged,preserved_0.90,preserved_0.95,preserved_1.00
18155310,HR,4,5,4,0,1,,training and development,1.0,False,0,2,0,False,False,False,False
18159866,INFORMATION-TECH,2,2,2,0,0,,,1.0,False,0,2,0,False,True,True,True
18171955,SALES,0,0,0,0,0,,,,True,0,3,1,False,False,False,False
18172739,BANKING,2,2,2,0,0,,,1.0,False,0,1,1,False,False,False,False
18176523,INFORMATION-TECH,3,3,3,0,0,,,1.0,False,4,0,0,True,False,False,False
18187364,INFORMATION-TECH,5,5,5,0,0,,,1.0,False,0,2,3,False,False,False,False
18198627,DESIGNER,1,1,1,0,0,,,1.0,False,0,3,0,False,True,True,True
18208580,BANKING,2,2,2,0,0,,,1.0,False,0,2,0,False,True,True,True
18227306,CONSULTANT,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
18236085,BUSINESS-DEV,1,2,1,0,1,,budgeting,1.0,False,0,0,2,False,False,False,False
18242317,AGRICULTURE,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
18264694,AGRICULTURE,0,0,0,0,0,,,,True,4,35,7,False,False,False,False
18268860,AVIATION,2,2,2,0,0,,,1.0,False,0,0,0,False,True,True,True
18278509,BANKING,2,2,2,0,0,,,1.0,False,0,0,0,False,True,True,True
18293620,BUSINESS-DEV,4,4,4,0,0,,,1.0,False,0,9,0,False,True,True,True
18297650,HR,4,7,4,0,3,,candidate screening;employee engagement;onboarding,1.0,False,0,2,0,False,False,False,False
18301617,INFORMATION-TECH,2,2,2,0,0,,,1.0,False,0,3,1,False,False,False,False
18311419,BUSINESS-DEV,4,4,4,0,0,,,1.0,False,0,1,0,False,True,True,True
18316239,HR,9,10,9,0,1,,training and development,1.0,False,0,1,1,False,False,False,False
18319061,ARTS,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
18328743,SALES,0,0,0,0,0,,,,True,4,4,0,False,False,False,False
18334783,HR,1,2,1,0,1,,compliance,1.0,False,0,1,0,False,False,False,False
18354623,DIGITAL-MEDIA,2,2,1,1,1,Adobe Photoshop,content strategy,0.5,False,2,0,0,False,False,False,False
18365443,HEALTHCARE,1,1,1,0,0,,,1.0,False,0,1,0,False,True,True,True
18365791,ACCOUNTANT,3,3,3,0,0,,,1.0,False,0,0,0,True,False,False,False
18368613,SALES,0,0,0,0,0,,,,True,2,2,0,False,False,False,False
18369400,BANKING,0,0,0,0,0,,,,True,0,4,0,False,False,False,False
18422164,HR,3,3,2,1,1,sourcing,onboarding,0.6666666666666666,False,0,4,0,False,False,False,False
18436190,PUBLIC-RELATIONS,2,2,1,1,1,Adobe Illustrator,graphic design,0.5,False,1,0,1,False,False,False,False
18442517,DIGITAL-MEDIA,0,0,0,0,0,,,,True,0,3,0,False,False,False,False
18448085,AUTOMOBILE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
18457785,BANKING,0,0,0,0,0,,,,True,0,7,0,False,False,False,False
18460045,DESIGNER,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
18472240,CONSTRUCTION,0,0,0,0,0,,,,True,1,0,0,False,False,False,False
18480859,CHEF,4,4,4,0,0,,,1.0,False,0,4,0,False,True,True,True
18484846,HEALTHCARE,0,0,0,0,0,,,,True,1,0,0,False,False,False,False
18488289,DIGITAL-MEDIA,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
18501746,DIGITAL-MEDIA,0,0,0,0,0,,,,True,1,1,0,False,False,False,False
18509268,APPAREL,1,1,0,1,1,Excel,leadership,0.0,False,1,3,0,False,False,False,False
18525641,DIGITAL-MEDIA,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
18557164,HR,4,5,4,0,1,,recruitment,1.0,False,0,8,0,False,False,False,False
18569929,ACCOUNTANT,10,11,10,0,1,,payroll processing,1.0,False,3,0,0,False,False,False,False
18586076,ARTS,0,0,0,0,0,,,,True,0,4,0,False,False,False,False
18589927,BPO,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
18635654,ACCOUNTANT,5,5,4,1,1,AP,financial reporting,0.8,False,0,2,0,False,False,False,False
18636651,FINANCE,2,0,0,2,0,valuation;variance analysis,,0.0,False,0,4,1,False,False,False,False
18640927,FINANCE,0,0,0,0,0,,,,True,0,5,0,False,False,False,False
18645964,BANKING,0,2,0,0,2,,credit analysis;financial analysis,,True,0,0,0,False,False,False,False
18669563,ACCOUNTANT,2,3,2,0,1,,account reconciliations,1.0,False,0,4,0,False,False,False,False
18714571,HEALTHCARE,0,2,0,0,2,,patient education;vital signs monitoring,,True,2,5,0,False,False,False,False
18725071,ADVOCATE,1,1,1,0,0,,,1.0,False,0,5,0,False,True,True,True
18731098,HR,5,5,5,0,0,,,1.0,False,2,12,0,False,False,False,False
18752129,INFORMATION-TECH,0,0,0,0,0,,,,True,0,0,1,False,False,False,False
18753367,ENGINEERING,1,1,1,0,0,,,1.0,False,0,3,0,False,True,True,True
18757174,BUSINESS-DEV,1,2,1,0,1,,market research,1.0,False,0,0,0,False,False,False,False
18767449,FITNESS,0,0,0,0,0,,,,True,2,4,0,False,False,False,False
18784594,HEALTHCARE,0,0,0,0,0,,,,True,0,5,0,True,False,False,False
18795567,DESIGNER,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
18805506,BANKING,1,1,1,0,0,,,1.0,False,0,0,1,False,False,False,False
18824120,BANKING,6,6,5,1,1,hedging,financial modeling,0.8333333333333334,False,1,3,0,False,False,False,False
18825446,CHEF,4,3,2,2,1,knife skills;plating,food safety,0.5,False,0,2,1,False,False,False,False
18827609,HR,9,8,8,1,0,workforce planning,,0.8888888888888888,False,0,15,0,False,False,False,False
18835363,DESIGNER,1,1,1,0,0,,,1.0,False,0,28,0,False,True,True,True
18856440,CONSULTANT,0,0,0,0,0,,,,True,0,4,0,True,False,False,False
18882984,CONSTRUCTION,0,0,0,0,0,,,,True,0,3,0,False,False,False,False
18885231,SALES,1,0,0,1,0,Salesforce,,0.0,False,0,0,0,False,False,False,False
18885767,ARTS,0,0,0,0,0,,,,True,0,18,3,False,False,False,False
18900722,DIGITAL-MEDIA,0,0,0,0,0,,,,True,2,0,0,False,False,False,False
18905648,DIGITAL-MEDIA,0,1,0,0,1,,Adobe Photoshop,,True,0,2,0,False,False,False,False
18927233,DIGITAL-MEDIA,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
18932512,AUTOMOBILE,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
18937778,BUSINESS-DEV,5,4,4,1,0,business strategy,,0.8,False,0,2,0,False,False,False,False
18949843,HEALTHCARE,0,0,0,0,0,,,,True,0,5,1,False,False,False,False
18975686,FINANCE,0,0,0,0,0,,,,True,2,1,1,False,False,False,False
18979238,DESIGNER,0,0,0,0,0,,,,True,0,9,0,False,False,False,False
18997135,ADVOCATE,0,0,0,0,0,,,,True,0,7,0,False,False,False,False
19007667,CHEF,1,3,1,0,2,,food safety;inventory control,1.0,False,0,0,0,False,False,False,False
19037403,FITNESS,2,1,1,1,0,personal training,,0.5,False,0,1,0,False,False,False,False
19053815,DIGITAL-MEDIA,0,0,0,0,0,,,,True,2,5,0,False,False,False,False
19063156,ADVOCATE,0,0,0,0,0,,,,True,0,38,0,False,False,False,False
19070271,APPAREL,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
19072267,PUBLIC-RELATIONS,2,1,1,1,0,Adobe InDesign,,0.5,False,0,99,0,False,False,False,False
19090468,HEALTHCARE,0,0,0,0,0,,,,True,0,8,2,False,False,False,False
19108760,ADVOCATE,1,1,1,0,0,,,1.0,False,0,12,0,False,True,True,True
19124258,ENGINEERING,3,4,3,0,1,,manufacturing engineering,1.0,False,0,0,0,False,False,False,False
19147494,SALES,2,2,2,0,0,,,1.0,False,0,2,0,False,True,True,True
19147603,FINANCE,0,0,0,0,0,,,,True,0,5,1,False,False,False,False
19147947,SALES,0,0,0,0,0,,,,True,0,3,1,False,False,False,False
19149865,BANKING,1,1,1,0,0,,,1.0,False,0,3,0,False,True,True,True
19156751,SALES,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
19161572,CONSULTANT,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
19164410,DESIGNER,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
19176318,BANKING,6,6,5,1,1,due diligence,financial modeling,0.8333333333333334,False,6,6,0,False,False,False,False
19179079,HR,9,10,9,0,1,,training and development,1.0,False,0,3,0,False,False,False,False
19195747,DESIGNER,0,0,0,0,0,,,,True,0,4,0,False,False,False,False
19201175,INFORMATION-TECH,0,0,0,0,0,,,,True,0,9,0,False,False,False,False
19234823,ADVOCATE,0,0,0,0,0,,,,True,0,3,1,True,False,False,False
19243556,FINANCE,2,1,1,1,0,financial analysis,,0.5,False,2,5,0,False,False,False,False
19268120,CHEF,4,4,4,0,0,,,1.0,False,0,4,1,False,False,False,False
19284293,AVIATION,2,1,1,1,0,aircraft maintenance,,0.5,False,0,3,0,False,False,False,False
19285236,CHEF,3,3,3,0,0,,,1.0,False,0,3,0,True,False,False,False
19302310,TEACHER,1,1,0,1,1,student evaluation,curriculum development,0.0,False,0,0,0,False,False,False,False
19336728,HR,1,2,1,0,1,,compliance,1.0,False,1,1,0,False,False,False,False
19362586,BPO,1,0,0,1,0,email support,,0.0,False,5,2,1,False,False,False,False
19364677,CONSTRUCTION,1,1,1,0,0,,,1.0,False,0,8,0,False,True,True,True
19374660,BANKING,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
19396040,ENGINEERING,4,5,4,0,1,,SolidWorks,1.0,False,0,3,0,False,False,False,False
19397727,ENGINEERING,0,1,0,0,1,,technical drawing,,True,0,2,0,False,False,False,False
19402977,APPAREL,1,2,1,0,1,,leadership,1.0,False,0,0,0,False,False,False,False
19405513,FINANCE,3,2,2,1,0,hedging,,0.6666666666666666,False,1,6,0,False,False,False,False
19437318,BANKING,0,0,0,0,0,,,,True,1,0,0,False,False,False,False
19444529,DIGITAL-MEDIA,0,0,0,0,0,,,,True,1,5,0,False,False,False,False
19446337,ACCOUNTANT,13,14,13,0,1,,accounts receivable,1.0,False,0,10,0,False,False,False,False
19464810,TEACHER,0,3,0,0,3,,curriculum development;lesson planning;student engagement,,True,1,0,0,False,False,False,False
19471144,CONSTRUCTION,1,1,1,0,0,,,1.0,False,0,4,1,False,False,False,False
19473948,SALES,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
19497420,PUBLIC-RELATIONS,3,2,1,2,1,market research;performance management,contract negotiation,0.3333333333333333,False,1,1,0,False,False,False,False
19503224,PUBLIC-RELATIONS,1,0,0,1,0,budgeting,,0.0,False,0,18,0,False,False,False,False
19506295,AVIATION,0,0,0,0,0,,,,True,2,0,0,False,False,False,False
19508520,ARTS,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
19518606,ADVOCATE,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
19532392,AGRICULTURE,0,0,0,0,0,,,,True,0,3,0,False,False,False,False
19540089,FINANCE,2,2,2,0,0,,,1.0,False,0,12,1,False,False,False,False
19545827,ACCOUNTANT,7,6,5,2,1,fixed assets;payroll processing,financial reporting,0.7142857142857143,False,0,6,0,False,False,False,False
19553067,ENGINEERING,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
19556300,TEACHER,0,3,0,0,3,,classroom management;curriculum development;student engagement,,True,0,2,0,False,False,False,False
19557384,BUSINESS-DEV,2,3,2,0,1,,budgeting,1.0,False,1,9,1,False,False,False,False
19558834,PUBLIC-RELATIONS,1,1,1,0,0,,,1.0,False,0,5,2,False,False,False,False
19582792,SALES,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
19599699,FITNESS,1,0,0,1,0,strength training,,0.0,False,0,0,0,False,False,False,False
19612167,ENGINEERING,0,0,0,0,0,,,,True,0,0,1,False,False,False,False
19616406,HR,5,8,5,0,3,,benefits administration;performance reviews;recruitment,1.0,False,1,0,2,False,False,False,False
19671909,ARTS,0,0,0,0,0,,,,True,0,7,0,False,False,False,False
19714635,APPAREL,1,1,1,0,0,,,1.0,False,0,9,1,False,False,False,False
19717385,HR,1,1,0,1,1,interviewing,organizational development,0.0,False,0,7,2,False,False,False,False
19724031,ARTS,0,0,0,0,0,,,,True,0,32,0,False,False,False,False
19738730,BUSINESS-DEV,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
19774173,FITNESS,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
19786924,TEACHER,1,2,1,0,1,,curriculum development,1.0,False,0,4,0,False,False,False,False
19796840,INFORMATION-TECH,6,5,5,1,0,IT support,,0.8333333333333334,False,0,19,0,False,False,False,False
19818707,AVIATION,0,0,0,0,0,,,,True,0,3,0,False,False,False,False
19831366,CHEF,1,2,1,0,1,,food preparation,1.0,False,0,0,0,False,False,False,False
19850482,INFORMATION-TECH,1,3,1,0,2,,VMware;Windows Server,1.0,False,0,8,0,False,False,False,False
19851252,AGRICULTURE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
19861776,DIGITAL-MEDIA,0,0,0,0,0,,,,True,0,21,0,False,False,False,False
19867922,HR,5,5,5,0,0,,,1.0,False,0,2,0,False,True,True,True
19911786,BANKING,1,0,0,1,0,valuation,,0.0,False,0,0,0,False,False,False,False
19918523,TEACHER,1,1,1,0,0,,,1.0,False,6,0,0,False,False,False,False
19920687,BANKING,0,0,0,0,0,,,,True,0,11,0,False,False,False,False
19926135,ADVOCATE,2,2,2,0,0,,,1.0,False,0,0,0,True,False,False,False
19928941,CONSTRUCTION,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
19929506,PUBLIC-RELATIONS,0,2,0,0,2,,Adobe Illustrator;Adobe Photoshop,,True,0,0,0,True,False,False,False
19936735,CONSULTANT,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
19938081,FITNESS,0,0,0,0,0,,,,True,1,2,0,False,False,False,False
19951766,CHEF,0,0,0,0,0,,,,True,0,8,0,False,False,False,False
19975121,FITNESS,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
20001721,INFORMATION-TECH,3,4,3,0,1,,virtualization,1.0,False,0,0,0,False,False,False,False
20006992,AGRICULTURE,0,0,0,0,0,,,,True,0,6,2,False,False,False,False
20024870,INFORMATION-TECH,2,2,2,0,0,,,1.0,False,0,1,1,False,False,False,False
20026169,AVIATION,1,0,0,1,0,crew resource management,,0.0,False,5,33,2,False,False,False,False
20033302,CHEF,1,1,1,0,0,,,1.0,False,0,2,0,False,True,True,True
20082776,ACCOUNTANT,9,10,9,0,1,,tax compliance,1.0,False,0,10,0,False,False,False,False
20110597,HEALTHCARE,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
20138606,ADVOCATE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
20141807,SALES,0,2,0,0,2,,account management;relationship building,,True,1,2,0,False,False,False,False
20148147,ARTS,0,0,0,0,0,,,,True,0,6,0,False,False,False,False
20149476,ARTS,0,0,0,0,0,,,,True,4,0,4,False,False,False,False
20172393,HEALTHCARE,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
20176584,CONSULTANT,0,1,0,0,1,,management consulting,,True,0,18,0,False,False,False,False
20210676,DIGITAL-MEDIA,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
20211577,HEALTHCARE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
20230207,TEACHER,3,4,3,0,1,,instructional design,1.0,False,0,2,0,False,False,False,False
20237244,INFORMATION-TECH,2,3,2,0,1,,virtualization,1.0,False,1,0,0,False,False,False,False
20253563,ACCOUNTANT,5,5,5,0,0,,,1.0,False,0,4,0,True,False,False,False
20255404,FITNESS,0,0,0,0,0,,,,True,2,2,0,False,False,False,False
20272792,ADVOCATE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
20275356,FINANCE,0,0,0,0,0,,,,True,1,1,0,False,False,False,False
20279756,FITNESS,5,6,5,0,1,,body composition analysis,1.0,False,1,2,1,False,False,False,False
20314980,CONSULTANT,0,0,0,0,0,,,,True,0,58,1,False,False,False,False
20317319,BUSINESS-DEV,1,1,1,0,0,,,1.0,False,2,2,0,False,False,False,False
20321582,CHEF,6,7,6,0,1,,HACCP,1.0,False,0,1,0,False,False,False,False
20324037,ADVOCATE,0,0,0,0,0,,,,True,1,3,0,False,False,False,False
20330739,DIGITAL-MEDIA,0,0,0,0,0,,,,True,0,3,2,False,False,False,False
20345168,ACCOUNTANT,9,8,8,1,0,payroll processing,,0.8888888888888888,False,0,2,2,False,False,False,False
20356750,ARTS,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
20357858,BUSINESS-DEV,1,2,1,0,1,,market research,1.0,False,0,1,0,False,False,False,False
20390397,DESIGNER,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
20393721,ACCOUNTANT,6,9,6,0,3,,accounts payable;accounts receivable;tax compliance,1.0,False,0,8,0,False,False,False,False
20399718,TEACHER,1,4,1,0,3,,differentiated instruction;instructional design;student engagement,1.0,False,0,0,0,False,False,False,False
20400279,ADVOCATE,1,1,1,0,0,,,1.0,False,1,4,0,False,False,False,False
20408458,INFORMATION-TECH,1,1,1,0,0,,,1.0,False,0,14,0,False,True,True,True
20417897,HR,0,1,0,0,1,,benefits administration,,True,1,1,0,False,False,False,False
20423658,SALES,1,1,1,0,0,,,1.0,False,0,9,1,False,False,False,False
20427934,BUSINESS-DEV,3,2,2,1,0,forecasting,,0.6666666666666666,False,0,14,0,False,False,False,False
20457611,FITNESS,2,3,2,0,1,,group fitness instruction,1.0,False,1,3,1,True,False,False,False
20470943,PUBLIC-RELATIONS,4,3,3,1,0,Adobe InDesign,,0.75,False,0,1,0,False,False,False,False
20478831,TEACHER,2,3,2,0,1,,student engagement,1.0,False,0,0,0,False,False,False,False
20488267,ARTS,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
20490741,DIGITAL-MEDIA,0,0,0,0,0,,,,True,2,26,0,False,False,False,False
20504094,APPAREL,1,2,1,0,1,,Excel,1.0,False,0,0,0,False,False,False,False
20544228,ADVOCATE,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
20552814,SALES,1,1,1,0,0,,,1.0,False,0,2,0,False,True,True,True
20553895,BUSINESS-DEV,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
20565486,FITNESS,4,3,3,1,0,fitness assessment,,0.75,False,0,1,0,False,False,False,False
20565849,CONSTRUCTION,0,2,0,0,2,,construction management;safety management,,True,0,1,0,False,False,False,False
20566550,ENGINEERING,5,5,5,0,0,,,1.0,False,0,4,0,False,True,True,True
20574232,CONSULTANT,0,0,0,0,0,,,,True,8,10,4,False,False,False,False
20604208,ADVOCATE,1,1,1,0,0,,,1.0,False,1,1,0,False,False,False,False
20624984,ACCOUNTANT,10,11,10,0,1,,financial reporting,1.0,False,0,9,0,False,False,False,False
20626794,TEACHER,0,0,0,0,0,,,,True,0,3,2,False,False,False,False
20628003,DIGITAL-MEDIA,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
20633855,BUSINESS-DEV,2,2,2,0,0,,,1.0,False,0,5,0,False,True,True,True
20674668,INFORMATION-TECH,4,3,3,1,0,backend development,,0.75,False,0,0,0,False,False,False,False
20681037,CONSTRUCTION,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
20691949,CHEF,1,1,1,0,0,,,1.0,False,0,4,1,False,False,False,False
20698469,ARTS,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
20705888,FINANCE,0,0,0,0,0,,,,True,0,3,0,False,False,False,False
20736486,HEALTHCARE,2,2,2,0,0,,,1.0,False,0,1,0,False,True,True,True
20748468,HEALTHCARE,0,0,0,0,0,,,,True,0,20,3,False,False,False,False
20748926,DESIGNER,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
20748929,BUSINESS-DEV,2,2,2,0,0,,,1.0,False,0,7,0,False,True,True,True
20765795,ADVOCATE,3,3,3,0,0,,,1.0,False,2,3,0,False,False,False,False
20806155,HR,2,3,2,0,1,,training and development,1.0,False,0,27,0,False,False,False,False
20817322,CHEF,4,6,4,0,2,,menu planning;recipe development,1.0,False,0,1,0,False,False,False,False
20819838,SALES,0,1,0,0,1,,negotiation,,True,0,0,0,False,False,False,False
20824105,INFORMATION-TECH,4,4,4,0,0,,,1.0,False,0,21,1,False,False,False,False
20835760,HEALTHCARE,0,0,0,0,0,,,,True,0,7,0,False,False,False,False
20836112,FINANCE,0,0,0,0,0,,,,True,6,7,0,False,False,False,False
20850529,BANKING,0,0,0,0,0,,,,True,0,4,0,False,False,False,False
20879311,INFORMATION-TECH,7,7,7,0,0,,,1.0,False,1,2,0,False,False,False,False
20880935,FINANCE,1,1,1,0,0,,,1.0,False,0,5,0,False,True,True,True
20882041,ENGINEERING,4,5,4,0,1,,statistical process control,1.0,False,0,0,2,False,False,False,False
20905088,APPAREL,4,3,3,1,0,teamwork,,0.75,False,0,4,0,False,False,False,False
20918464,FINANCE,1,0,0,1,0,variance analysis,,0.0,False,0,11,0,False,False,False,False
20925036,HR,6,7,5,1,2,interviewing,employee relations;onboarding,0.8333333333333334,False,0,7,1,False,False,False,False
20932019,DESIGNER,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
20966771,PUBLIC-RELATIONS,3,2,2,1,0,social media content,,0.6666666666666666,False,0,0,0,False,False,False,False
20969119,AGRICULTURE,0,0,0,0,0,,,,True,0,20,0,False,False,False,False
20969845,FINANCE,0,0,0,0,0,,,,True,7,10,2,False,False,False,False
20977412,FINANCE,0,2,0,0,2,,financial analysis;valuation,,True,0,2,0,False,False,False,False
20981299,ENGINEERING,15,15,15,0,0,,,1.0,False,2,0,0,False,False,False,False
20986595,DESIGNER,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
20992320,BANKING,2,4,2,0,2,,financial analysis;financial modeling,1.0,False,0,0,0,False,False,False,False
20993320,HR,4,7,4,0,3,,compliance;employee relations;onboarding,1.0,False,0,1,0,False,False,False,False
21007083,APPAREL,2,1,1,1,0,problem solving,,0.5,False,0,0,0,False,False,False,False
21031285,ACCOUNTANT,4,7,4,0,3,,account reconciliations;accounts receivable;general ledger,1.0,False,1,0,0,False,False,False,False
21038022,ENGINEERING,6,6,6,0,0,,,1.0,False,0,19,0,False,True,True,True
21060367,ARTS,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
21101152,CHEF,3,1,0,3,1,catering;food preparation;plating,food safety,0.0,False,3,16,0,False,False,False,False
21122155,FITNESS,1,1,1,0,0,,,1.0,False,0,2,0,False,True,True,True
21125113,DIGITAL-MEDIA,0,0,0,0,0,,,,True,2,2,1,False,False,False,False
21134923,AGRICULTURE,0,0,0,0,0,,,,True,0,8,2,False,False,False,False
21156767,CONSULTANT,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
21178545,FITNESS,1,1,1,0,0,,,1.0,False,1,2,1,False,False,False,False
21190805,AVIATION,1,0,0,1,0,crew resource management,,0.0,False,0,0,0,False,False,False,False
21238396,FITNESS,0,0,0,0,0,,,,True,0,8,0,False,False,False,False
21265194,HR,1,4,1,0,3,,compensation analysis;compliance;recruitment,1.0,False,2,14,0,False,False,False,False
21283365,INFORMATION-TECH,2,2,1,1,1,help desk,cybersecurity,0.5,False,2,6,2,False,False,False,False
21283733,DESIGNER,0,0,0,0,0,,,,True,1,0,0,False,False,False,False
21287405,AVIATION,0,0,0,0,0,,,,True,0,0,0,True,False,False,False
21297521,BANKING,0,0,0,0,0,,,,True,0,28,0,False,False,False,False
21297828,PUBLIC-RELATIONS,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
21298336,ENGINEERING,3,3,3,0,0,,,1.0,False,0,0,0,False,True,True,True
21321598,PUBLIC-RELATIONS,1,1,1,0,0,,,1.0,False,0,2,0,False,True,True,True
21334981,CHEF,4,4,3,1,1,knife skills,kitchen management,0.75,False,0,2,0,False,False,False,False
21338490,ACCOUNTANT,10,9,8,2,1,account analysis;fixed assets,financial reporting,0.8,False,1,1,0,False,False,False,False
21363048,CONSTRUCTION,0,0,0,0,0,,,,True,0,4,0,False,False,False,False
21366189,CONSULTANT,0,0,0,0,0,,,,True,0,2,3,False,False,False,False
21386255,PUBLIC-RELATIONS,1,1,1,0,0,,,1.0,False,0,3,0,False,True,True,True
21478007,PUBLIC-RELATIONS,2,2,2,0,0,,,1.0,False,2,2,0,False,False,False,False
21511817,CHEF,3,0,0,3,0,baking;food preparation;kitchen management,,0.0,False,0,23,4,False,False,False,False
21512769,CONSULTANT,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
21531811,TEACHER,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
21549195,PUBLIC-RELATIONS,1,3,1,0,2,,contract negotiation;vendor management,1.0,False,0,0,0,False,False,False,False
21550454,TEACHER,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
21567392,CONSTRUCTION,2,2,2,0,0,,,1.0,False,1,15,0,False,False,False,False
21568833,CONSULTANT,0,0,0,0,0,,,,True,1,0,1,False,False,False,False
21570485,APPAREL,1,2,1,0,1,,project management,1.0,False,1,4,1,False,False,False,False
21586858,CONSTRUCTION,5,6,5,0,1,,Revit,1.0,False,0,25,0,False,False,False,False
21595057,SALES,1,1,1,0,0,,,1.0,False,0,5,0,False,True,True,True
21611212,TEACHER,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
21611637,CHEF,8,6,6,2,0,costing;menu planning,,0.75,False,0,13,0,False,False,False,False
21614256,ADVOCATE,0,0,0,0,0,,,,True,2,0,0,False,False,False,False
21622444,CHEF,4,6,4,0,2,,kitchen management;line cooking,1.0,False,0,9,0,False,False,False,False
21629057,ENGINEERING,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
21645690,BANKING,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
21663616,PUBLIC-RELATIONS,1,1,1,0,0,,,1.0,False,0,2,0,False,True,True,True
21669215,PUBLIC-RELATIONS,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
21705160,DESIGNER,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
21756639,BANKING,1,1,1,0,0,,,1.0,False,0,1,0,True,False,False,False
21763056,ACCOUNTANT,7,10,7,0,3,,SAP FI;account reconciliations;financial reporting,1.0,False,0,1,1,False,False,False,False
21773106,TEACHER,4,4,3,1,1,parent communication,student engagement,0.75,False,0,8,0,False,False,False,False
21780877,INFORMATION-TECH,0,0,0,0,0,,,,True,0,12,2,False,False,False,False
21782152,CONSTRUCTION,1,0,0,1,0,quality control,,0.0,False,0,7,0,False,False,False,False
21794875,ACCOUNTANT,7,8,7,0,1,,accounts receivable,1.0,False,0,2,0,False,False,False,False
21796843,BANKING,1,1,1,0,0,,,1.0,False,0,5,0,True,False,False,False
21807211,APPAREL,2,2,2,0,0,,,1.0,False,0,4,0,False,True,True,True
21807224,ENGINEERING,7,9,7,0,2,,PFMEA;statistical process control,1.0,False,0,0,0,False,False,False,False
21809601,ARTS,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
21830565,HR,5,8,5,0,3,,employee engagement;recruitment;talent acquisition,1.0,False,0,4,0,True,False,False,False
21847415,ENGINEERING,2,2,2,0,0,,,1.0,False,0,5,2,False,False,False,False
21853199,ACCOUNTANT,9,10,8,1,2,fixed assets,financial reporting;tax preparation,0.8888888888888888,False,0,1,0,False,False,False,False
21856577,BANKING,0,0,0,0,0,,,,True,0,1,2,False,False,False,False
21866029,HEALTHCARE,0,0,0,0,0,,,,True,0,3,0,False,False,False,False
21867728,ARTS,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
21868149,AGRICULTURE,0,0,0,0,0,,,,True,0,18,2,False,False,False,False
